Company name,ASX code,GICS industry group
"HAZELWOOD RESOURCES LTD",HAZ,"Materials"
"HEALTHLINX LIMITED",HTX,"Pharmaceuticals, Biotechnology & Life Sciences"
"HEALTHSCOPE NOTES LIMITED",HLN,"GICS Sector Code Not Applicable"
"HEEMSKIRK CONSOLIDATED LIMITED",HSK,"Materials"
"HELIX RESOURCES LIMITED",HLX,"Materials"
"HELLOWORLD LIMITED",HLO,"Consumer Services"
"HENDERSON GROUP PLC.",HGG,"Diversified Financials"
"HERITAGE BANK LIMITED",HBS,"GICS Sector Code Not Applicable"
"HERON RESOURCES LIMITED",HRR,"Materials"
"HFA HOLDINGS LIMITED",HFA,"Diversified Financials"
"HGL LIMITED",HNG,"Capital Goods"
"HIGHFIELD RESOURCES LIMITED",HFR,"Materials"
"HIGHLANDS PACIFIC LIMITED",HIG,"Materials"
"HILL END GOLD LIMITED",HEG,"Materials"
"HILLCREST LITIGATION SERVICES LIMITED.",HLS,"Diversified Financials"
"HILLGROVE RESOURCES LIMITED",HGO,"Materials"
"HILLS LIMITED",HIL,"Capital Goods"
"HITECH GROUP AUSTRALIA LIMITED",HIT,"Commercial & Professional Services"
"HODGES RESOURCES LIMITED",HDG,"Materials"
"HOLISTA COLLTECH LIMITED",HCT,"Household & Personal Products"
"HOMELOANS LIMITED",HOM,"Banks"
"HORIZON OIL LIMITED",HZN,"Energy"
"HORSESHOE METALS LIMITED",HOR,"Materials"
"HOT CHILI LIMITED",HCH,"Materials"
"HOT ROCK LIMITED",HRL,"Utilities"
"HOTEL PROPERTY INVESTMENTS",HPI,"Real Estate"
"HUAYI RESOURCES LIMITED",HUA,"Classification Pending"
"HUB24 LIMITED",HUB,"Diversified Financials"
"HUDSON INVESTMENT GROUP LIMITED",HGL,"Real Estate"
"HUDSON RESOURCES LIMITED",HRS,"Materials"
"HUGHES DRILLING LIMITED",HDX,"Capital Goods"
"HUNTER HALL GLOBAL VALUE LIMITED",HHV,"Diversified Financials"
"HUNTER HALL INTERNATIONAL LIMITED",HHL,"Diversified Financials"
"HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED",HTA,"Telecommunication Services"
"HYPO REAL ESTATE BANK INTERNATIONAL AKTIENGESELLSCHAFT",HYP,"GICS Sector Code Not Applicable"
"HYPOTHEKENBANK IN ESSEN AKTIENGESELLSCHAFT",HES,"GICS Sector Code Not Applicable"
"HYUNDAI CAPITAL SERVICES, INC.",HCS,"GICS Sector Code Not Applicable"
"IAG FINANCE (NEW ZEALAND) LIMITED",IAN,"GICS Sector Code Not Applicable"
"IATIA LIMITED",IAT,"GICS Sector Code Not Applicable"
"IBUY GROUP LIMITED",IBY,"Retailing"
"ICAR ASIA LIMITED",ICQ,"Media"
"ICASH PAYMENT SYSTEMS LIMITED",ICP,"Technology Hardware & Equipment"
"ICOLLEGE LIMITED",ICT,"Technology Hardware & Equipment"
"ICON ENERGY LIMITED",ICN,"Energy"
"ICSGLOBAL LIMITED",ICS,"Health Care Equipment & Services"
"IDM INTERNATIONAL LTD",IDM,"Materials"
"IDOL 2010-1 TRUST",IDF,"GICS Sector Code Not Applicable"
"IDOL 2011-1 TRUST",IDH,"GICS Sector Code Not Applicable"
"IDOL 2011-2 TRUST",IDJ,"GICS Sector Code Not Applicable"
"IDT AUSTRALIA LIMITED",IDT,"Pharmaceuticals, Biotechnology & Life Sciences"
"IFS CONSTRUCTION SERVICES LTD",IFS,"Capital Goods"
"IINET LIMITED",IIN,"Telecommunication Services"
"IKWEZI MINING LIMITED",IKW,"Energy"
"ILH GROUP LIMITED",IAW,"Commercial & Professional Services"
"ILLAWARRA SERIES 2005-1 RMBS TRUST",ILW,"GICS Sector Code Not Applicable"
"ILLAWARRA SERIES 2006-1 RMBS TRUST",ILA,"GICS Sector Code Not Applicable"
"ILUKA RESOURCES LIMITED",ILU,"Materials"
"IM MEDICAL LTD",IMI,"Health Care Equipment & Services"
"IMAGE RESOURCES NL",IMA,"Materials"
"IMAGINE UN LIMITED",IUL,"Software & Services"
"IMDEX LIMITED",IMD,"Materials"
"IMMURON LIMITED",IMC,"Pharmaceuticals, Biotechnology & Life Sciences"
"IMPACT MINERALS LIMITED",IPT,"Materials"
"IMPEDIMED LIMITED",IPD,"Health Care Equipment & Services"
"IMPERIAL PACIFIC LIMITED",IPC,"Diversified Financials"
"IMUGENE LIMITED",IMU,"Pharmaceuticals, Biotechnology & Life Sciences"
"IMX RESOURCES LIMITED",IXR,"Materials"
"INABOX GROUP LIMITED",IAB,"Telecommunication Services"
"INCA MINERALS LIMITED",ICG,"Materials"
"INCITEC PIVOT LIMITED",IPL,"Materials"
"INCREMENTAL OIL AND GAS LIMITED",IOG,"Energy"
"INDEPENDENCE GROUP NL",IGO,"Materials"
"INDIA RESOURCES LIMITED",IRL,"Materials"
"INDIGO PROPERTIES AUSTRALIA LIMITED",IPA,"Diversified Financials"
"INDO MINES LIMITED",IDO,"Materials"
"INDOCHINE MINING LIMITED",IDC,"Materials"
"INDOOR SKYDIVE AUSTRALIA GROUP LIMITED",IDZ,"Consumer Services"
"INDOPAC HOLDINGS LIMITED",IDP,"Consumer Services"
"INDOPHIL RESOURCES NL",IRN,"Materials"
"INDUS COAL LIMITED",ICZ,"Energy"
"INDUSTRIA REIT",IDR,"Real Estate"
"INFIGEN ENERGY",IFN,"Utilities"
"INFOMEDIA LTD",IFM,"Software & Services"
"INFRATIL LIMITED",IFZ,"Utilities"
"INGENIA COMMUNITIES GROUP",INA,"Real Estate"
"INNATE IMMUNOTHERAPEUTICS LIMITED",IIL,"Pharmaceuticals, Biotechnology & Life Sciences"
"INSURANCE AUSTRALIA GROUP LIMITED",IAG,"Insurance"
"INT CORPORATION LIMITED",INT,"Technology Hardware & Equipment"
"INTEC LTD",INL,"Materials"
"INTEGRATED RESEARCH LIMITED",IRI,"Software & Services"
"INTEGRATED RESOURCES GROUP LIMITED",IRG,"Materials"
"INTERCEPT MINERALS LTD",IZM,"Materials"
"INTERMET RESOURCES LIMITED",ITT,"Materials"
"INTERMIN RESOURCES LIMITED",IRC,"Materials"
"INTERNATIONAL COAL LIMITED",ICX,"Energy"
"INTERNATIONAL EQUITIES CORPORATION LIMITED.",IEQ,"Real Estate"
"INTERNATIONAL FINANCE CORPORATION",IFX,"GICS Sector Code Not Applicable"
"INTERNATIONAL GOLDFIELDS LIMITED...",IGS,"Materials"
"INTERSTAR MILLENIUM SERIES 2006-2G TRUST",INB,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2002-1G TRUST",IMG,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2003-3G TRUST",IMX,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2004-1E TRUST",IMQ,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2004-2G TRUST",IMK,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2004-5 TRUST",IMN,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2005-2L TRUST",IMO,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2006-3L TRUST",INN,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2006-4H TRUST",INH,"GICS Sector Code Not Applicable"
"INTRA ENERGY CORPORATION LIMITED",IEC,"Energy"
"INTREPID MINES LIMITED",IAU,"Materials"
"INVENTIS LIMITED",IVT,"Commercial & Professional Services"
"INVESTA OFFICE FUND",IOF,"Real Estate"
"INVESTIGATOR RESOURCES LTD",IVR,"Materials"
"INVIGOR GROUP LIMITED",IVO,"Media"
"INVION LIMITED",IVX,"Pharmaceuticals, Biotechnology & Life Sciences"
"INVOCARE LIMITED",IVC,"Consumer Services"
"IOOF HOLDINGS LIMITED",IFL,"Diversified Financials"
"IPB PETROLEUM LIMITED",IPB,"Energy"
"IPE LIMITED",IPE,"Diversified Financials"
"IPROPERTY GROUP LIMITED",IPP,"Software & Services"
"IRESS LIMITED",IRE,"Software & Services"
"IRON MOUNTAIN MINING LIMITED",IRM,"Materials"
"IRON ORE HOLDINGS LIMITED",IOH,"Materials"
"IRON ROAD LIMITED",IRD,"Materials"
"IRONBARK CAPITAL LIMITED",IBC,"Diversified Financials"
"IRONBARK ZINC LTD",IBG,"Materials"
"IRONCLAD MINING LIMITED",IFE,"Materials"
"ISELECT LIMITED.",ISU,"Consumer Services"
"ISHARES ASIA 50 ETF",IAA,"GICS Sector Code Not Applicable"
"ISHARES CHINA LARGE-CAP ETF",IZZ,"GICS Sector Code Not Applicable"
"ISHARES CORE S&P 500 ETF",IVV,"GICS Sector Code Not Applicable"
"ISHARES CORE S&P MID-CAP ETF",IJH,"GICS Sector Code Not Applicable"
"ISHARES CORE S&P SMALL-CAP ETF",IJR,"GICS Sector Code Not Applicable"
"ISHARES EUROPE ETF",IEU,"GICS Sector Code Not Applicable"
"ISHARES GLOBAL 100 ETF",IOO,"GICS Sector Code Not Applicable"
"ISHARES MSCI BRIC ETF",IBK,"GICS Sector Code Not Applicable"
"ISHARES MSCI EAFE ETF",IVE,"GICS Sector Code Not Applicable"
"ISHARES MSCI EMERGING MARKETS ETF",IEM,"GICS Sector Code Not Applicable"
"ISHARES MSCI HONG KONG ETF",IHK,"GICS Sector Code Not Applicable"
"ISHARES MSCI JAPAN ETF",IJP,"GICS Sector Code Not Applicable"
"ISHARES MSCI SINGAPORE ETF",ISG,"GICS Sector Code Not Applicable"
"ISHARES MSCI SOUTH KOREA CAPPED ETF",IKO,"GICS Sector Code Not Applicable"
"ISHARES MSCI TAIWAN ETF",ITW,"GICS Sector Code Not Applicable"
"ISHARES RUSSELL 2000 ETF",IRU,"GICS Sector Code Not Applicable"
"ISHINE INTERNATIONAL RESOURCES LIMITED",ISH,"Materials"
"ISONEA LIMITED",ISN,"Health Care Equipment & Services"
"ITL LIMITED",ITD,"Health Care Equipment & Services"
"JACKA RESOURCES LIMITED",JKA,"Energy"
"JAMES HARDIE INDUSTRIES PLC",JHX,"Materials"
"JAMESON RESOURCES LIMITED",JAL,"Materials"
"JAPARA HEALTHCARE LIMITED",JHC,"Health Care Equipment & Services"
"JATENERGY LIMITED",JAT,"Energy"
"JB HI-FI LIMITED",JBH,"Retailing"
"JCURVE SOLUTIONS LTD",JCS,"Software & Services"
"JERVOIS MINING LIMITED",JRV,"Materials"
"JINDALEE RESOURCES LIMITED",JRL,"Materials"
"JOHN SHEARER (HOLDINGS) LIMITED",SHR,"Commercial & Professional Services"
"JOYCE CORPORATION LIMITED",JYC,"Retailing"
"JUMBO INTERACTIVE LIMITED",JIN,"Retailing"
"JUMBUCK ENTERTAINMENT LIMITED",JMB,"Software & Services"
"JUPITER ENERGY LIMITED",JPR,"Energy"
"JV GLOBAL LIMITED",JVG,"Capital Goods"
"K & S CORPORATION LIMITED",KSC,"Transportation"
"K2 ASSET MANAGEMENT HOLDINGS LTD",KAM,"Diversified Financials"
"K2 ENERGY LIMITED.",KTE,"Utilities"
"KABOKO MINING LIMITED",KAB,"Materials"
"KAGARA LTD",KZL,"Materials"
"KAIRIKI ENERGY LIMITED",KIK,"Energy"
"KALNORTH GOLD MINES LIMITED",KGM,"Materials"
"KANGAROO ISLAND PLANTATION TIMBERS LTD",KPT,"Materials"
"KANGAROO RESOURCES LIMITED",KRL,"Materials"
"KAROON GAS AUSTRALIA LIMITED",KAR,"Energy"
"KASBAH RESOURCES LIMITED",KAS,"Materials"
"KATANA CAPITAL LIMITED",KAT,"GICS Sector Code Not Applicable"
"KATHMANDU HOLDINGS LIMITED",KMD,"Retailing"
"KAZAKHSTAN POTASH CORPORATION LIMITED",KPC,"Materials"
"KBL MINING LIMITED",KBL,"Materials"
"KEY PETROLEUM LIMITED",KEY,"Energy"
"KEYBRIDGE CAPITAL LIMITED",KBC,"Diversified Financials"
"KFW",KFW,"GICS Sector Code Not Applicable"
"KGL RESOURCES LIMITED",KGL,"Materials"
"KIBARAN RESOURCES LIMITED",KNL,"Materials"
"KIDMAN RESOURCES LIMITED",KDR,"Materials"
"KILLARA RESOURCES LIMITED",KRA,"Materials"
"KIMBERLEY DIAMONDS LTD",KDL,"Materials"
"KIN MINING NL",KIN,"Materials"
"KINA PETROLEUM LIMITED",KPL,"Energy"
"KINETIKO ENERGY LTD",KKO,"Energy"
"KING ISLAND SCHEELITE LIMITED",KIS,"Materials"
"KING RIVER COPPER LIMITED",KRC,"Materials"
"KING SOLOMON MINES LIMITED",KSO,"Materials"
"KINGFORM HEALTH HOMETEXTILE GROUP LIMITED",KFG,"Consumer Durables & Apparel"
"KINGSGATE CONSOLIDATED LIMITED.",KCN,"Materials"
"KINGSROSE MINING LIMITED",KRM,"Materials"
"KINGSTON RESOURCES LIMITED",KSN,"Materials"
"KIP MCGRATH EDUCATION CENTRES LIMITED",KME,"Consumer Services"
"KOGI IRON LIMITED",KFE,"Materials"
"KOLLAKORN CORPORATION LIMITED",KKL,"Technology Hardware & Equipment"
"KONEKT LIMITED",KKT,"Health Care Equipment & Services"
"KOON HOLDINGS LIMITED",KNH,"Capital Goods"
"KORAB RESOURCES LIMITED",KOR,"Materials"
"KOREA SOUTH-EAST POWER CO LTD",KOP,"GICS Sector Code Not Applicable"
"KORVEST LTD",KOV,"Capital Goods"
"KRAKATOA RESOURCES LIMITED",KTA,"Materials"
"KRESTA HOLDINGS LIMITED",KRS,"Consumer Durables & Apparel"
"KRUCIBLE METALS LIMITED",KRB,"Materials"
"KTL TECHNOLOGIES LIMITED",KTL,"Capital Goods"
"KULA GOLD LIMITED",KGD,"Materials"
"KUNENE RESOURCES LIMITED",KNE,"Materials"
"KUPANG RESOURCES LTD",KPR,"Materials"
"LACHLAN STAR LIMITED",LSA,"Materials"
"LACONIA RESOURCES LIMITED",LCR,"Materials"
"LAKE RESOURCES N.L.",LKE,"Materials"
"LAKES OIL NL",LKO,"Energy"
"LAMBOO RESOURCES LIMITED",LMB,"Materials"
"LAND AND MINERAL EXPLORATION LIMITED",LDM,"GICS Sector Code Not Applicable"
"LANDMARK WHITE LIMITED",LMW,"Real Estate"
"LANEWAY RESOURCES LTD",LNY,"Materials"
"LANTERN HOTEL GROUP",LTN,"Real Estate"
"LARAMIDE RESOURCES LTD",LAM,"Energy"
"LASERBOND LIMITED",LBL,"Capital Goods"
"LASSETERS CORPORATION LIMITED",LAS,"GICS Sector Code Not Applicable"
"LATIN GOLD LIMITED",LAT,"Materials"
"LATIN RESOURCES LIMITED",LRS,"Materials"
"LATROBE MAGNESIUM LIMITED",LMG,"Materials"
"LAWSON GOLD LIMITED",LSN,"Materials"
"LBT INNOVATIONS LIMITED",LBT,"Health Care Equipment & Services"
"LEAF ENERGY LIMITED",LER,"Energy"
"LEGACY IRON ORE LIMITED",LCY,"Materials"
"LEGEND CORPORATION LIMITED",LGD,"Technology Hardware & Equipment"
"LEGEND MINING LIMITED",LEG,"Materials"
"LEIGHTON HOLDINGS LIMITED",LEI,"Capital Goods"
"LEMARNE CORPORATION LIMITED",LMC,"Technology Hardware & Equipment"
"LEMUR RESOURCES LIMITED",LMR,"Energy"
"LEND LEASE GROUP",LLC,"Real Estate"
"LEOPARD RESOURCES NL",LRR,"Materials"
"LEYSHON RESOURCES LIMITED",LRL,"Materials"
"LIBERTY RESOURCES LIMITED",LBY,"Materials"
"LIFE CORPORATION LTD",LFC,"Consumer Services"
"LIFEHEALTHCARE GROUP LIMITED",LHC,"Health Care Equipment & Services"
"LIFESTYLE COMMUNITIES LIMITED",LIC,"Real Estate"
"LINCOLN MINERALS LIMITED",LML,"Materials"
"LINDIAN RESOURCES LIMITED",LIN,"Materials"
"LINDSAY AUSTRALIA LIMITED",LAU,"Transportation"
"LINKTONE LTD",LTL,"Telecommunication Services"
"LION ENERGY LIMITED",LIO,"Energy"
"LION ONE METALS LIMITED",LLO,"Materials"
"LION SELECTION GROUP LIMITED.",LSX,"Diversified Financials"
"LION SERIES 2007-1 TRUST",LNS,"GICS Sector Code Not Applicable"
"LIONHUB GROUP LIMITED",LHB,"Technology Hardware & Equipment"
"LIONTOWN RESOURCES LIMITED",LTR,"Materials"
"LIQUEFIED NATURAL GAS LIMITED",LNG,"Energy"
"LITHEX RESOURCES LIMITED",LTX,"Materials"
"LIVING CELL TECHNOLOGIES LIMITED",LCT,"Pharmaceuticals, Biotechnology & Life Sciences"
"LODESTAR MINERALS LIMITED",LSR,"Materials"
"LOGICAMMS LIMITED",LCM,"Capital Goods"
"LONDON CITY EQUITIES LIMITED",LCE,"Diversified Financials"
"LONESTAR RESOURCES LIMITED",LNR,"Energy"
"LONGREACH OIL LIMITED",LGO,"Energy"
"LUCAPA DIAMOND COMPANY LIMITED",LOM,"Materials"
"LUIRI GOLD LIMITED",LGM,"Materials"
"LYCOPODIUM LIMITED",LYL,"Capital Goods"
"LYNAS CORPORATION LIMITED",LYC,"Materials"
"M2 GROUP LTD",MTU,"Telecommunication Services"
"MACA LIMITED",MLD,"Capital Goods"
"MACMAHON HOLDINGS LIMITED",MAH,"Capital Goods"
"MACPHERSONS RESOURCES LIMITED",MRP,"Materials"
"MACQUARIE ATLAS ROADS GROUP",MQA,"Transportation"
"MACQUARIE BANK LIMITED",MBL,"GICS Sector Code Not Applicable"
"MACQUARIE GROUP LIMITED",MQG,"Diversified Financials"
"MACQUARIE RADIO NETWORK LIMITED",MRN,"Media"
"MACQUARIE TELECOM GROUP LIMITED",MAQ,"Telecommunication Services"
"MACRO CORPORATION LIMITED",MAC,"Energy"
"MACRO ENERGY LTD",MEJ,"Diversified Financials"
"MAGELLAN FINANCIAL GROUP LIMITED",MFG,"Diversified Financials"
"MAGELLAN FLAGSHIP FUND LIMITED",MFF,"Diversified Financials"
"MAGNA MINING NL",MAN,"Materials"
"MAGNETIC RESOURCES NL",MAU,"Materials"
"MAGNOLIA RESOURCES LIMITED",MGB,"Materials"
"MAGNUM GAS & POWER LIMITED",MPE,"Energy"
"MAGNUM MINING AND EXPLORATION LIMITED",MGU,"Materials"
"MAGONTEC LIMITED",MGL,"Materials"
"MAKO HYDROCARBONS LTD.",MKE,"Energy"
"MALABAR COAL LIMITED",MBC,"Energy"
"MALACHITE RESOURCES LIMITED",MAR,"Materials"
"MALAGASY MINERALS LIMITED",MGY,"Materials"
"MANAGED ACCOUNTS HOLDINGS LIMITED",MGP,"Classification Pending"
"MANAS RESOURCES LIMITED",MSR,"Materials"
"MANDALONG RESOURCES LIMITED",MDD,"Materials"
"MANHATTAN CORPORATION LIMITED",MHC,"Energy"
"MANTLE MINING CORPORATION LIMITED",MNM,"Materials"
"MARATHON RESOURCES LIMITED",MTN,"Materials"
"MARENGO MINING LIMITED.",MMC,"Materials"
"MARENICA ENERGY LTD",MEY,"Energy"
"MARINER CORPORATION LIMITED",MCX,"Diversified Financials"
"MARION ENERGY LIMITED",MAE,"Energy"
"MARMOTA ENERGY LIMITED",MEU,"Energy"
"MASTERMYNE GROUP LIMITED",MYE,"Capital Goods"
"MATRIX COMPOSITES & ENGINEERING LIMITED",MCE,"Energy"
"MATSA RESOURCES LIMITED",MAT,"Materials"
"MAVERICK DRILLING AND EXPLORATION LIMITED",MAD,"Energy"
"MAXIMUS RESOURCES LIMITED",MXR,"Materials"
"MAXITRANS INDUSTRIES LIMITED",MXI,"Capital Goods"
"MAXSEC GROUP LIMITED",MSP,"Technology Hardware & Equipment"
"MAYAN IRON CORPORATION LIMITED",MYN,"Materials"
"MAYNE PHARMA GROUP LIMITED",MYX,"Pharmaceuticals, Biotechnology & Life Sciences"
"MAZU ALLIANCE LIMITED",MZU,"Retailing"
"MBD CORPORATION LIMITED",MBD,"Capital Goods"
"MCALEESE LIMITED",MCS,"Transportation"
"MCMILLAN SHAKESPEARE LIMITED",MMS,"Commercial & Professional Services"
"MCPHERSON'S LIMITED",MCP,"Consumer Durables & Apparel"
"MDS FINANCIAL GROUP LIMITED",MWS,"Diversified Financials"
"MEC RESOURCES LIMITED",MMR,"Energy"
"MEDALLION TRUST SERIES 2013-2",MBJ,"GICS Sector Code Not Applicable"
"MEDALLION TRUST SERIES 2014-1",MDZ,"GICS Sector Code Not Applicable"
"MEDICAL AUSTRALIA LIMITED",MLA,"Health Care Equipment & Services"
"MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED",MVP,"Pharmaceuticals, Biotechnology & Life Sciences"
"MEDIGARD LIMITED",MGZ,"Health Care Equipment & Services"
"MEDIVAC LIMITED",MDV,"Health Care Equipment & Services"
"MEDTECH GLOBAL LIMITED",MDG,"Health Care Equipment & Services"
"MEDUSA MINING LIMITED",MML,"Materials"
"MELBOURNE IT LIMITED",MLB,"Software & Services"
"MEO AUSTRALIA LIMITED",MEO,"Energy"
"MERAH RESOURCES LIMITED",MEH,"Materials"
"MERCANTILE INVESTMENT COMPANY LTD",MVT,"Diversified Financials"
"MERCHANT HOUSE INTERNATIONAL LIMITED",MHI,"Consumer Durables & Apparel"
"MERIDIAN ENERGY LIMITED",MEZ,"Utilities"
"MERLIN DIAMONDS LIMITED",MED,"Materials"
"MERMAID MARINE AUSTRALIA LIMITED",MRM,"Transportation"
"MESA MINERALS LIMITED",MAS,"Materials"
"MESOBLAST LIMITED",MSB,"Pharmaceuticals, Biotechnology & Life Sciences"
"METAL BANK LIMITED",MBK,"Materials"
"METALIKO RESOURCES LIMITED",MKO,"Materials"
"METALLICA MINERALS LIMITED",MLM,"Materials"
"METALS AUSTRALIA LTD",MLS,"Materials"
"METALS FINANCE LIMITED",MFC,"Commercial & Professional Services"
"METALS OF AFRICA LIMITED",MTA,"Materials"
"METALS X LIMITED",MLX,"Materials"
"METCASH LIMITED",MTS,"Food & Staples Retailing"
"METEORIC RESOURCES NL",MEI,"Materials"
"METGASCO LIMITED",MEL,"Energy"
"METLIFECARE LIMITED",MEQ,"Health Care Equipment & Services"
"METMINCO LIMITED",MNC,"Materials"
"METROCOAL LIMITED",MTE,"Energy"
"METROLAND AUSTRALIA LIMITED",MTD,"Real Estate"
"MGM WIRELESS LIMITED",MWR,"Software & Services"
"MGT RESOURCES LIMITED",MGS,"Materials"
"MHM METALS LIMITED",MHM,"Materials"
"MIDDLE ISLAND RESOURCES LIMITED",MDI,"Materials"
"MIGHTY RIVER POWER LIMITED",MYT,"Utilities"
"MILLENNIUM MINERALS LIMITED",MOY,"Materials"
"MILTON CORPORATION LIMITED",MLT,"Diversified Financials"
"MINBOS RESOURCES LIMITED",MNB,"Materials"
"MINCOR RESOURCES NL",MCR,"Materials"
"MINDAX LIMITED",MDX,"Materials"
"MINDORO RESOURCES LIMITED",MDO,"Materials"
"MINEMAKERS LIMITED",MAK,"Materials"
"MINERA GOLD LIMITED",MIZ,"Materials"
"MINERAL COMMODITIES LTD",MRC,"Materials"
"MINERAL DEPOSITS LIMITED",MDL,"Materials"
"MINERAL RESOURCES LIMITED",MIN,"Commercial & Professional Services"
"MINERALS CORPORATION LIMITED",MSC,"Materials"
"MINING GROUP LIMITED",MNE,"Materials"
"MINING PROJECTS GROUP LIMITED",MPJ,"Materials"
"MINOTAUR EXPLORATION LTD",MEP,"Materials"
"MINREX RESOURCES NL",MRR,"Materials"
"MINT WIRELESS LIMITED",MNW,"Software & Services"
"MINTAILS LIMITED",MLI,"Materials"
"MIRABELA NICKEL LIMITED",MBN,"Materials"
"MIRRABOOKA INVESTMENTS LIMITED",MIR,"Diversified Financials"
"MIRVAC GROUP",MGR,"Real Estate"
"MIRVAC INDUSTRIAL TRUST",MIX,"Real Estate"
"MISSION NEWENERGY LIMITED",MBT,"Energy"
"MITCHELL SERVICES LIMITED",MSV,"Capital Goods"
"MITHRIL RESOURCES LIMITED",MTH,"Materials"
"MNEMON LIMITED",MNZ,"Telecommunication Services"
"MOBILARM LIMITED",MBO,"Technology Hardware & Equipment"
"MOBILE EMBRACE LIMITED",MBE,"Software & Services"
"MOD RESOURCES LIMITED",MOD,"Materials"
"MODUN RESOURCES LTD",MOU,"Energy"
"MOKO SOCIAL MEDIA LIMITED",MKB,"Telecommunication Services"
"MOLOPO ENERGY LIMITED",MPO,"Energy"
"MOLY MINES LIMITED",MOL,"Materials"
"MONADELPHOUS GROUP LIMITED",MND,"Capital Goods"
"MONAX MINING LIMITED",MOX,"Materials"
"MONEY3 CORPORATION LIMITED",MNY,"Diversified Financials"
"MONGOLIAN RESOURCE CORPORATION LTD",MUB,"Materials"
"MONTEC INTERNATIONAL LIMITED",MTI,"Food Beverage & Tobacco"
"MONTECH HOLDINGS LIMITED",MOQ,"Software & Services"
"MONTERAY MINING GROUP LTD",MRY,"Materials"
"MONTEZUMA MINING COMPANY LTD",MZM,"Materials"
"MONTO MINERALS LTD",MOO,"Materials"
"MOOTER MEDIA LIMITED",MMZ,"Software & Services"
"MORETON RESOURCES LTD",MRV,"Energy"
"MORNING STAR GOLD N.L.",MCO,"Materials"
"MORTGAGE CHOICE LIMITED",MOC,"Banks"
"MOTOPIA LIMITED",MOT,"Media"
"MOUNT ADRAH GOLD LIMITED",MTL,"Classification Pending"
"MOUNT BURGESS MINING NL",MTB,"Materials"
"MOUNT GIBSON IRON LIMITED",MGX,"Materials"
"MOUNT MAGNET SOUTH NL",MUM,"Materials"
"MOV CORPORATION LIMITED",MOV,"Technology Hardware & Equipment"
"MOZAMBI COAL LIMITED",MOZ,"Energy"
"MRG METALS LIMITED",MRQ,"Materials"
"MRL CORPORATION LTD",MRF,"Materials"
"MUI CORPORATION LIMITED",MUI,"Media"
"MULTI CHANNEL SOLUTIONS LIMITED",MUT,"Diversified Financials"
"MULTIPLEX EUROPEAN PROPERTY FUND",MUE,"Real Estate"
"MULTIPLEX SITES TRUST",MXU,"Real Estate"
"MULTISTACK INTERNATIONAL LIMITED",MSI,"Capital Goods"
"MUNGANA GOLDMINES LIMITED",MUX,"Materials"
"MURCHISON HOLDINGS LIMITED",MCH,"Diversified Financials"
"MURCHISON METALS LTD",MMX,"GICS Sector Code Not Applicable"
"MUSGRAVE MINERALS LIMITED",MGV,"Materials"
"MUTINY GOLD LIMITED",MYG,"Materials"
"MY ATM HOLDINGS LIMITED",MYA,"Capital Goods"
"MY NET FONE LIMITED",MNF,"Telecommunication Services"
"MYER HOLDINGS LIMITED",MYR,"Retailing"
"MYOB FINANCE AUSTRALIA LIMITED",MYB,"Software & Services"
"MYSTATE LIMITED",MYS,"Banks"
"MZI RESOURCES LTD",MZI,"Materials"
"NAGAMBIE MINING LIMITED",NAG,"Materials"
"NAMIBIAN COPPER NL",NCO,"Materials"
"NAMOI COTTON CO-OPERATIVE LIMITED",NAM,"Commercial & Professional Services"
"NANOSONICS LIMITED",NAN,"Health Care Equipment & Services"
"NAOS EMERGING OPPORTUNITIES COMPANY LIMITED",NCC,"GICS Sector Code Not Applicable"
"NARACOOTA RESOURCES LIMITED",NRR,"Materials"
"NARHEX LIFE SCIENCES LIMITED",NLS,"Pharmaceuticals, Biotechnology & Life Sciences"
"NATIONAL AUSTRALIA BANK LIMITED",NAB,"Banks"
"NATIONAL RMBS TRUST 2011-1 SERIES 2011-1",NAF,"GICS Sector Code Not Applicable"
"NATIONAL RMBS TRUST 2011-2 SERIES 2011-2",NAO,"GICS Sector Code Not Applicable"
"NATIONAL RMBS TRUST 2012-2 SERIES 2012-2",NAH,"GICS Sector Code Not Applicable"
"NATIONAL STORAGE REIT",NSR,"Real Estate"
"NATURAL FUEL LIMITED",NFL,"Energy"
"NAVAHO GOLD LIMITED",NVG,"Materials"
"NAVARRE MINERALS LIMITED",NML,"Materials"
"NAVIGATOR RESOURCES LIMITED",NAV,"Materials"
"NAVITAS LIMITED",NVT,"Consumer Services"
"NEARMAP LTD",NEA,"Software & Services"
"NEDERLANDSE WATERSCHAPSBANK N.V.",NWB,"GICS Sector Code Not Applicable"
